Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Jack Coleman","University of Louisville",67,1951,ROC,0.42,0.78,197,764,347
"Chuck Cooper","Duquesne University",66,1951,BOS,0.34,0.75,174,615,348
"Ray Corley","Georgetown University",34,1951,TOT,0.3,0.55,60,122,349
"Ray Corley","Georgetown University",16,1951,BLB,0.25,0.54,22,48,350
"Ray Corley","Georgetown University",18,1951,TRI,0.34,0.55,38,74,351
"Bob Cousy*","College of the Holy Cross",69,1951,BOS,0.35,0.76,341,1078,352
"Bob Davies*","Seton Hall University",63,1951,ROC,0.37,0.8,287,955,353
"Hank DeZonie","Clark Atlanta University",5,1951,TRI,0.24,0.71,9,17,354
"Joe Dolhon","New York University",13,1951,BLB,0.3,0.74,19,51,355
"Bob Donham","Ohio State University",68,1951,BOS,0.51,0.5,139,416,356
"Andy Duncan","College of William & Mary",14,1951,BOS,0.18,0.68,8,29,357
"Dike Eddleman","University of Illinois at Urbana-Champaign",68,1951,TRI,0.36,0.7,170,1040,358
"Ray Ellefson","West Texas A&M University",3,1951,NYK,0,1,0,4,359
"Arnie Ferrin","University of Utah",68,1951,MNL,0.32,0.7,107,352,360
"Larry Foust","La Salle University",68,1951,FTW,0.35,0.66,90,915,361
"Joe Fulks*","Murray State University",66,1951,PHW,0.32,0.86,117,1236,362
"Bill Gabor","Syracuse University",61,1951,SYR,0.34,0.74,125,689,363
"Harry Gallatin*","Truman State University",66,1951,NYK,0.42,0.73,180,845,364
"Vern Gardner","University of Utah",61,1951,PHW,0.34,0.71,89,327,365
"Ed Gayda","Washington State University",15,1951,TRI,0.41,0.75,13,56,366
"Chuck Gilmur","University of Washington",16,1951,WSC,0.28,0.53,17,51,367
"Bud Grant","University of Minnesota",61,1951,MNL,0.29,0.63,71,158,368
"Alex Groza","University of Kentucky",66,1951,INO,0.47,0.79,156,1429,369
"Chick Halbert","West Texas A&M University",68,1951,TOT,0.37,0.69,158,500,370
"Bruce Hale","Santa Clara University",26,1951,INO,0.3,0.61,42,94,371
"Alex Hannum*","University of Southern California",63,1951,SYR,0.37,0.54,119,471,372
"John Hargis","University of Texas at Austin",29,1951,TOT,0.38,0.64,25,123,373
"John Hargis","University of Texas at Austin",14,1951,FTW,0.38,0.71,9,67,374
"John Hargis","University of Texas at Austin",15,1951,TRI,0.38,0.56,16,56,375
"Bob Harris","Oklahoma State University",56,1951,TOT,0.33,0.68,64,282,376
"Bob Harris","Oklahoma State University",12,1951,FTW,0.23,0.75,8,41,377
"Bob Harris","Oklahoma State University",44,1951,BOS,0.36,0.66,56,241,378
"Bob Harrison","Oklahoma State University",68,1951,MNL,0.35,0.79,195,401,379
"Billy Hassett","University of Notre Dame",31,1951,BLB,0.28,0.68,47,133,380
"Kleggie Hermsen","University of Minnesota",71,1951,TOT,0.29,0.65,92,533,381
"Sonny Hertzberg","City College of New York",65,1951,BOS,0.32,0.83,244,635,382
"Paul Hoffman","Purdue University",41,1951,BLB,0.32,0.67,111,359,383
"Joe Holland","University of Kentucky",67,1951,INO,0.33,0.57,150,470,384
"Red Holzman*","City College of New York",68,1951,ROC,0.33,0.73,147,496,385
"Joe Hutton","Hamline University",60,1951,MNL,0.33,0.67,53,147,386
"Gene James","Marshall University",48,1951,TOT,0.34,0.62,70,202,387
"Gene James","Marshall University",6,1951,NYK,0.33,0.5,4,3,388
"Gene James","Marshall University",42,1951,BLB,0.34,0.62,66,199,389
"Tony Jaros","University of Minnesota",63,1951,MNL,0.31,0.63,72,241,390
"Arnie Johnson","Bemidji State University",68,1951,ROC,0.46,0.73,175,639,391
"Ralph Johnson","Huntington University",68,1951,FTW,0.32,0.7,183,584,392
"Wah Wah",NULL,22,1951,INO,0.39,0.79,85,247,393
"Noble Jorgensen","University of Iowa",63,1951,TOT,0.37,0.69,91,628,394
"Noble Jorgensen","University of Iowa",22,1951,TRI,0.37,0.71,27,246,395
"Noble Jorgensen","University of Iowa",41,1951,SYR,0.38,0.68,64,382,396
"George Kaftan","College of the Holy Cross",61,1951,NYK,0.39,0.62,74,300,397
"Jack Kerris","Loyola University of Chicago",68,1951,FTW,0.37,0.68,181,711,398
"Duane Klueh","Indiana State University",61,1951,FTW,0.34,0.73,82,449,399
"Frank Kudelka","Saint Mary's College of California",62,1951,TOT,0.35,0.7,105,441,400
"Tony Lavelli","Yale University",30,1951,NYK,0.34,0.85,23,99,401
"Bob Lavoy","Western Kentucky University",63,1951,INO,0.36,0.63,76,526,402
"Ed Leede","Dartmouth College",57,1951,BOS,0.32,0.74,95,378,403
"Ron Livingstone","University of Wyoming",63,1951,PHW,0.3,0.7,76,284,404
"Earl Lloyd*","West Virginia State University",7,1951,WSC,0.46,0.85,11,43,405
"Don Lofgran","University of San Francisco",61,1951,TOT,0.29,0.62,36,237,406
"John Logan","Indiana University",30,1951,TRI,0.31,0.75,119,231,407
"Ray Lumpp","New York University",64,1951,NYK,0.4,0.78,115,430,408
"Ed Macauley*","Saint Louis University",68,1951,BOS,0.47,0.76,252,1384,409
"Johnny Macknowski","Seton Hall University",58,1951,SYR,0.3,0.72,69,384,410
"Norm Mager","City College of New York",24,1951,BLB,0.28,0.79,23,124,411
"John Mahnken","Georgetown University",58,1951,TOT,0.32,0.64,77,267,412
"John Mahnken","Georgetown University",46,1951,BOS,0.34,0.65,67,239,413
"John Mahnken","Georgetown University",12,1951,INO,0.17,0.63,10,28,414
"Slater Martin*","University of Texas at Austin",68,1951,MNL,0.36,0.68,235,575,415
"Ariel Maughan","Utah State University",35,1951,WSC,0.31,0.8,48,254,416
"Dick McGuire*","St. John's University",64,1951,NYK,0.37,0.65,400,537,417
"Bones McKinney","University of North Carolina",44,1951,TOT,0.31,0.72,85,262,418
"Bones McKinney","University of North Carolina",10,1951,WSC,0.28,0.43,6,27,419
"Bones McKinney","University of North Carolina",34,1951,BOS,0.32,0.74,79,235,420
"Mal McMullen","Xavier University",51,1951,INO,0.28,0.59,33,204,421
"Joe McNamee","University of San Francisco",60,1951,ROC,0.29,0.64,18,123,422
"Dick Mehen","University of Tennessee",66,1951,TOT,0.36,0.73,118,474,423
"Dick Mehen","University of Tennessee",16,1951,BLB,0.34,0.73,55,151,424
"Dick Mehen","University of Tennessee",7,1951,BOS,0.33,0.67,11,44,425
"Dick Mehen","University of Tennessee",43,1951,FTW,0.38,0.75,52,279,426
"Ed Mikan","DePaul University",61,1951,TOT,0.35,0.73,63,523,427
"George Mikan*","DePaul University",68,1951,MNL,0.43,0.8,208,1932,428
"Vern Mikkelsen*","Hamline University",64,1951,MNL,0.4,0.68,181,904,429
"Leo Mogus","Youngstown State University",57,1951,PHW,0.35,0.62,32,139,430
"Chuck Mrazovich","Eastern Kentucky University",25,1951,INO,0.35,0.6,13,85,431
"Ken Murray","St. Bonaventure University",66,1951,TOT,0.34,0.75,202,850,432
"Jack Nichols","University of Washington",6,1951,TRI,0.34,0.76,15,70,433
"Paul Noel","University of Kentucky",52,1951,ROC,0.28,0.71,34,130,434
"Johnny Norlander","Hamline University",9,1951,WSC,0.38,0.64,5,21,435
"Dick O'Keefe","Santa Clara University",17,1951,WSC,0.21,0.64,25,67,436
"Tommy O'Keefe","Georgetown University",6,1951,TOT,0.36,0.75,10,23,437
"Tommy O'Keefe","Georgetown University",3,1951,WSC,0.39,0.67,2,12,438
"Tommy O'Keefe","Georgetown University",3,1951,BLB,0.33,1,8,11,439
"Kevin O'Shea","University of Notre Dame",63,1951,MNL,0.33,0.72,100,271,440
"John Oldham","Western Kentucky University",68,1951,FTW,0.33,0.59,127,569,441
"Don Otten","Bowling Green State University",67,1951,TOT,0.34,0.8,62,570,442
"Don Otten","Bowling Green State University",16,1951,WSC,0.29,0.8,22,148,443
"Don Otten","Bowling Green State University",2,1951,BLB,0.2,0.56,3,11,444
"Don Otten","Bowling Green State University",49,1951,FTW,0.36,0.81,37,411,445
"Easy Parham","Texas Wesleyan University",7,1951,PHW,0.33,0.33,2,6,446
"Warren Perkins","Tulane University",66,1951,TRI,0.32,0.65,143,396,447
"Ed Peterson","Cornell University",53,1951,TOT,0.34,0.66,66,359,448
"Ed Peterson","Cornell University",17,1951,SYR,0.37,0.61,8,80,449
"Ed Peterson","Cornell University",36,1951,TRI,0.33,0.68,58,279,450
"Andy Phillip*","University of Illinois at Urbana-Champaign",66,1951,PHW,0.4,0.75,414,740,451
"Jim Pollard*","Stanford University",54,1951,MNL,0.35,0.75,184,629,452
"George Ratkovicz",NULL,66,1951,SYR,0.42,0.73,193,849,453
"Don Rehfeldt","University of Wisconsin",59,1951,BLB,0.39,0.74,68,431,454
"Jim Riffey","Tulane University",35,1951,FTW,0.35,0.77,16,150,455
"Arnie Risen*","Ohio State University",66,1951,ROC,0.4,0.73,158,1077,456
"Tex Ritter","Eastern Kentucky University",34,1951,NYK,0.38,0.69,37,127,457
"Red Rocha","Oregon State University",64,1951,BLB,0.35,0.81,147,836,458
"Kenny Sailors","University of Wyoming",60,1951,TOT,0.34,0.73,150,493,459
"Kenny Sailors","University of Wyoming",10,1951,BOS,0.16,0.63,8,18,460
"Kenny Sailors","University of Wyoming",50,1951,BLB,0.35,0.74,142,475,461
"Pep Saul","Seton Hall University",65,1951,ROC,0.34,0.69,68,282,462
"Alan Sawyer","University of California, Los Angeles",33,1951,WSC,0.37,0.86,25,217,463
"Fred Schaus","West Virginia University",68,1951,FTW,0.34,0.84,184,1028,464
"Dolph Schayes*","New York University",66,1951,SYR,0.36,0.75,251,1121,465
"Herb Scherer","Long Island University",20,1951,TRI,0.29,0.57,17,68,466
"Dick Schnittker","Ohio State University",29,1951,WSC,0.41,0.87,41,295,467
"Fred Scolari","University of San Francisco",66,1951,TOT,0.33,0.84,255,883,468
"George Senesky","Saint Joseph's University",65,1951,PHW,0.35,0.76,342,679,469
"Paul Seymour","University of Toledo",51,1951,SYR,0.33,0.74,187,367,470
"Carl Shaeffer","University of Alabama",10,1951,INO,0.27,1,6,15,471
"Bill Sharman*","University of Southern California",31,1951,WSC,0.37,0.89,39,378,472
"Connie Simmons",NULL,66,1951,NYK,0.37,0.7,117,604,473
"Belus Smawley","Appalachian State University",60,1951,TOT,0.38,0.85,161,731,474
"Belus Smawley","Appalachian State University",16,1951,SYR,0.34,0.82,36,124,475
"Belus Smawley","Appalachian State University",44,1951,BLB,0.39,0.86,125,607,476
"Ed Stanczak",NULL,19,1951,BOS,0.24,0.8,7,60,477
"Mike Todorovich","University of Wyoming",66,1951,TRI,0.31,0.7,179,653,478
"Gene Vance","University of Illinois at Urbana-Champaign",29,1951,TRI,0.4,0.7,57,139,479
"Ernie Vandeweghe","Colgate University",44,1951,NYK,0.4,0.7,121,338,480
"Brady Walker","Brigham Young University",66,1951,TOT,0.39,0.7,111,400,481
"Brady Walker","Brigham Young University",17,1951,BOS,0.39,0.56,8,31,482
"Brady Walker","Brigham Young University",49,1951,BLB,0.39,0.71,103,369,483
"Paul Walther","University of Tennessee",63,1951,INO,0.34,0.69,225,571,484
"Bobby Wanzer*","Seton Hall University",68,1951,ROC,0.4,0.85,181,736,485
"Max Zaslofsky","St. John's University",66,1951,NYK,0.35,0.78,136,835,486
"Paul Arizin*","Villanova University",66,1952,PHW,0.45,0.82,170,1674,488
"Cliff Barker","University of Kentucky",44,1952,INO,0.3,0.59,70,126,489
"Don Barksdale*","University of California, Los Angeles",62,1952,BLB,0.34,0.69,137,781,490
"Leo Barnhorst","University of Notre Dame",66,1952,INO,0.39,0.65,255,820,491
"Elmer Behnke","Bradley University",4,1952,MLH,0.27,0.57,4,16,492
"Charlie Black","University of Kansas",13,1952,MLH,0.19,0.42,9,17,493
"Nelson Bobb","Temple University",62,1952,PHW,0.36,0.59,168,319,494
"Vince Boryla","University of Denver",42,1952,NYK,0.39,0.84,90,500,495
"Don Boven","Western Michigan University",66,1952,MLH,0.3,0.73,177,656,496
"Bob Brannum","Michigan State University",66,1952,BOS,0.37,0.63,76,405,497
"Frankie Brian","Louisiana State University",66,1952,FTW,0.35,0.85,233,1051,498
"Stan Brown",NULL,15,1952,PHW,0.35,0.56,9,54,499
"Walt Budko","Columbia University",63,1952,PHW,0.4,0.67,91,254,500
"Art Burris","University of Tennessee",41,1952,TOT,0.27,0.67,27,110,501
"Art Burris","University of Tennessee",29,1952,FTW,0.24,0.58,11,43,502
"Art Burris","University of Tennessee",12,1952,MLH,0.3,0.7,16,67,503
"Gerry Calabrese","St. John's University",58,1952,SYR,0.34,0.71,83,291,504
"Bill Calhoun","City College of San Francisco",55,1952,BLB,0.32,0.68,117,383,505
"Al Cervi*",NULL,55,1952,SYR,0.35,0.88,148,417,506
"Cal Christensen","University of Toledo",24,1952,MLH,0.3,0.53,34,88,507
"Nat Clifton*","Xavier University of Louisiana",62,1952,NYK,0.34,0.66,209,658,508
"Bill Closs","Rice University",57,1952,FTW,0.31,0.68,76,347,509
"Jack Coleman","University of Louisville",66,1952,ROC,0.42,0.71,208,736,510
"Chuck Cooper","Duquesne University",66,1952,BOS,0.36,0.74,134,543,511
"Bob Cousy*","College of the Holy Cross",66,1952,BOS,0.37,0.81,441,1433,512
"Dillard Crocker","Western Michigan University",38,1952,TOT,0.35,0.67,57,293,513
"Dillard Crocker","Western Michigan University",6,1952,INO,0.4,0.83,0,9,514
"Dillard Crocker","Western Michigan University",32,1952,MLH,0.35,0.66,57,284,515
"Ed Dahler","Duquesne University",14,1952,PHW,0.37,1,5,35,516
"Bob Davies*","Seton Hall University",65,1952,ROC,0.38,0.78,390,1052,517
"Nate DeLong","University of Wisconsin-River Falls",17,1952,MLH,0.48,0.69,14,64,518
"Dick Dickey","North Carolina State University",45,1952,BOS,0.29,0.68,50,127,519
"Bob Donham","Ohio State University",66,1952,BOS,0.49,0.51,228,551,520
"Dike Eddleman","University of Illinois at Urbana-Champaign",66,1952,TOT,0.33,0.61,135,743,521
"Dike Eddleman","University of Illinois at Urbana-Champaign",50,1952,MLH,0.32,0.63,112,639,522
"Dike Eddleman","University of Illinois at Urbana-Champaign",16,1952,FTW,0.38,0.46,23,104,523
"Jake Fendley","Northwestern University",58,1952,FTW,0.32,0.79,58,183,524
"Larry Foust","La Salle University",66,1952,FTW,0.39,0.68,200,1047,525
"Jerry Fowler","University of Missouri",6,1952,MLH,0.31,0.25,2,9,526
"Joe Fulks*","Murray State University",61,1952,PHW,0.31,0.83,123,922,527
"Bill Gabor","Syracuse University",57,1952,SYR,0.32,0.78,86,488,528
"Harry Gallatin*","Truman State University",66,1952,NYK,0.44,0.81,115,741,529
"Vern Gardner","University of Utah",27,1952,PHW,0.37,0.65,37,159,530
"Joe Graboski",NULL,66,1952,INO,0.39,0.67,130,904,531
"Alex Hannum*","University of Southern California",66,1952,TOT,0.37,0.71,133,438,532
"Bob Harris","Oklahoma State University",66,1952,BOS,0.41,0.64,120,514,533
"Bob Harrison","Oklahoma State University",65,1952,MNL,0.32,0.72,188,401,534
"Lew Hitch","Kansas State University",61,1952,MNL,0.36,0.67,50,217,535
"Joe Holland","University of Kentucky",55,1952,INO,0.35,0.58,47,226,536
"Red Holzman*","City College of New York",65,1952,ROC,0.28,0.72,115,269,537
"Mel Hutchins","Brigham Young University",66,1952,MLH,0.37,0.64,190,607,538
"Joe Hutton","Hamline University",60,1952,MNL,0.34,0.7,62,155,539
"Arnie Johnson","Bemidji State University",66,1952,ROC,0.43,0.78,182,657,540
"Ralph Johnson","Huntington University",66,1952,FTW,0.36,0.72,210,523,541
"Neil Johnston*","Ohio State University",64,1952,PHW,0.47,0.66,39,382,542
"Wah Wah",NULL,58,1952,INO,0.31,0.75,150,430,543
"Noble Jorgensen","University of Iowa",66,1952,SYR,0.41,0.8,63,529,544
"George Kaftan","College of the Holy Cross",52,1952,NYK,0.38,0.69,88,322,545
"Jack Kerris","Loyola University of Chicago",66,1952,FTW,0.39,0.67,212,589,546
"Jack Kiley","Syracuse University",47,1952,FTW,0.23,0.56,62,118,547
"George King","University of Charleston",66,1952,SYR,0.41,0.71,244,658,548
"Walt Kirk","University of Illinois at Urbana-Champaign",11,1952,MLH,0.28,0.71,28,111,549
"Frank Kudelka","Saint Mary's College of California",65,1952,BLB,0.33,0.77,183,606,550
"Bob Lavoy","Western Kentucky University",63,1952,INO,0.4,0.75,107,648,551
"Don Lofgran","University of San Francisco",63,1952,INO,0.36,0.71,48,454,552
"Ray Lumpp","New York University",62,1952,NYK,0.39,0.76,123,458,553
"Ed Macauley*","Saint Louis University",66,1952,BOS,0.43,0.8,232,1264,554
"John Mahnken","Georgetown University",60,1952,BOS,0.34,0.61,63,182,555
"Slater Martin*","University of Texas at Austin",66,1952,MNL,0.38,0.75,249,616,556
"John McConathy","Northwestern State University",11,1952,MLH,0.14,0.43,8,14,557
"Alfred McGuire*","St. John's University",59,1952,NYK,0.43,0.53,107,208,558
"Dick McGuire*","St. John's University",64,1952,NYK,0.43,0.63,388,591,559
"Bones McKinney","University of North Carolina",63,1952,BOS,0.33,0.81,111,337,560
"Joe McNamee","University of San Francisco",58,1952,TOT,0.31,0.6,40,166,561
"Dick Mehen","University of Tennessee",65,1952,MLH,0.36,0.7,171,703,562
"Stan Miasek",NULL,66,1952,BLB,0.37,0.71,140,779,563
"Ed Mikan","DePaul University",66,1952,PHW,0.35,0.78,87,520,564
"George Mikan*","DePaul University",64,1952,MNL,0.39,0.78,194,1523,565
"Vern Mikkelsen*","Hamline University",66,1952,MNL,0.42,0.76,180,1009,566
"Dave Minor","University of California, Los Angeles",57,1952,BLB,0.35,0.77,160,471,567
"Paul Noel","University of Kentucky",8,1952,ROC,0.22,0.67,3,6,568
"Ralph O'Brien","Butler University",64,1952,INO,0.37,0.82,124,578,569
"Kevin O'Shea","University of Notre Dame",65,1952,TOT,0.33,0.69,171,450,570
"Kevin O'Shea","University of Notre Dame",43,1952,MLH,0.31,0.66,101,258,571
"Kevin O'Shea","University of Notre Dame",22,1952,BLB,0.37,0.72,70,192,572
"Wally Osterkorn","University of Illinois at Urbana-Champaign",66,1952,SYR,0.35,0.59,117,489,573
"Don Otten","Bowling Green State University",64,1952,TOT,0.35,0.77,123,767,574
"Don Otten","Bowling Green State University",7,1952,FTW,0.25,0.88,5,24,575
"Don Otten","Bowling Green State University",57,1952,MLH,0.35,0.77,118,743,576
"Red Owens","Baylor University",29,1952,TOT,0.33,0.56,64,230,577
"Red Owens","Baylor University",19,1952,BLB,0.34,0.53,32,150,578
"Red Owens","Baylor University",10,1952,MLH,0.31,0.62,32,80,579
"Mel Payton","Tulane University",45,1952,PHW,0.39,0.75,45,129,580
"Andy Phillip*","University of Illinois at Urbana-Champaign",66,1952,PHW,0.37,0.75,539,790,581
"John Pilch","University of Wyoming",9,1952,MNL,0.1,0.5,2,5,582
"Jim Pollard*","Stanford University",65,1952,MNL,0.36,0.7,234,1005,583
"Ray Ragelis","Northwestern University",51,1952,ROC,0.26,0.62,31,68,584
"Sam Ranzino","North Carolina State University",39,1952,ROC,0.33,0.7,25,86,585
"George Ratkovicz",NULL,66,1952,SYR,0.35,0.67,90,493,586
"Don Rehfeldt","University of Wisconsin",39,1952,TOT,0.35,0.79,50,261,587
"Don Rehfeldt","University of Wisconsin",10,1952,BLB,0.34,0.61,12,54,588
"Don Rehfeldt","University of Wisconsin",29,1952,MLH,0.35,0.86,38,207,589
"John Rennicke","Drake University",6,1952,MLH,0.22,0.33,1,11,590
"Arnie Risen*","Ohio State University",66,1952,ROC,0.39,0.7,150,1032,591
"Red Rocha","Oregon State University",66,1952,SYR,0.4,0.77,128,854,592
"Pep Saul","Seton Hall University",64,1952,TOT,0.36,0.78,147,433,593
"Don Savage","LeMoyne College",12,1952,SYR,0.21,0.64,12,36,594
"Fred Schaus","West Virginia University",62,1952,FTW,0.36,0.83,247,872,595
"Dolph Schayes*","New York University",63,1952,SYR,0.36,0.81,182,868,596
"Herb Scherer","Long Island University",12,1952,NYK,0.29,0.64,6,47,597
"Howie Schultz","Hamline University",66,1952,MNL,0.28,0.76,102,268,598
"Fred Scolari","University of San Francisco",64,1952,BLB,0.33,0.84,303,933,599
"George Senesky","Saint Joseph's University",57,1952,PHW,0.36,0.75,280,474,600
"Paul Seymour","University of Toledo",66,1952,SYR,0.34,0.76,220,598,601
"Chuck Share","Bowling Green State University",63,1952,FTW,0.32,0.62,66,248,602
"Bill Sharman*","University of Southern California",63,1952,BOS,0.39,0.86,151,671,603
"Connie Simmons",NULL,66,1952,NYK,0.38,0.69,121,629,604
"Zeke Sinicola","Niagara University",3,1952,FTW,0.25,0,0,2,605
"Whitey Skoog","University of Minnesota",35,1952,MNL,0.35,0.79,60,234,606
"Jim Slaughter","University of South Carolina",28,1952,BLB,0.32,0.6,25,147,607
"Belus Smawley","Appalachian State University",11,1952,BLB,0.21,0.82,8,40,608
"Odie Spears","Western Kentucky University",66,1952,ROC,0.4,0.76,163,566,609
"Bill Tosheff","Indiana University",65,1952,INO,0.33,0.82,222,608,610
"Gene Vance","University of Illinois at Urbana-Champaign",7,1952,MLH,0.27,0.64,9,23,611
"Ernie Vandeweghe","Colgate University",57,1952,NYK,0.44,0.78,164,524,612
"Brady Walker","Brigham Young University",35,1952,BLB,0.41,0.77,40,204,613
"Paul Walther","University of Tennessee",55,1952,INO,0.4,0.75,137,671,614
"Bobby Wanzer*","Seton Hall University",66,1952,ROC,0.43,0.9,262,1033,615
"Bob Wilson","West Virginia State University",63,1952,MLH,0.3,0.58,108,236,616
"Max Zaslofsky","St. John's University",66,1952,NYK,0.34,0.76,156,931,617
"Jim Baechtold","Eastern Kentucky University",64,1953,BLB,0.39,0.74,154,661,619
